Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,exam_part,holiday,instit_kind,instit_nm,lat,lng,medical_instit_kind,organ_loc,regist_dt,street_nm_addr,sunday_oper_week,tel,update_dt,zip_code
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,영신치과의원,35.14049761,129.0602736,응급의료기관이외,1호선 범일역 6번 출구/자유시장 대로변 맞은편(하나은행 옆),2008-12-05,"부산광역시 동구 조방로 45, 덕원빌딩 (범일동)",,051-632-2875,2020-12-16,48738
10:00~19:00,10:00~19:00,10:00~13:00,~,10:00~19:00,10:00~19:00,10:00~18:00,치과,~,치과의원,영신치과의원,35.09926034,129.0276682,응급의료기관이외,1호선 자갈치역 7번출구/버스정류장:국제시장 사거리/제일은행 맞은편,2008-12-05,부산광역시 중구 중구로 15-1 (부평동1가),,051-246-2877,2021-02-03,48980
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,영재치과의원,35.16831006,129.1571574,응급의료기관이외,버스정류장: 해운대관광고등학교 사거리,2008-12-05,부산광역시 해운대구 우동2로 50-12 (우동),,051-741-6757,2020-11-20,48086
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,영치과의원,35.1034205,128.9759048,응급의료기관이외,1호선 당리역 5번출구,2008-12-05,"부산광역시 사하구 낙동대로 388, 비동304호(당리동,경성리치아파트상가)",,051-205-1875,2020-01-09,49329
10:00~19:00,10:00~19:00,10:00~14:00,~,14:30~19:00,10:00~19:00,10:00~19:00,치과,~,치과의원,예담치과의원,35.16193442,129.0631645,응급의료기관이외,1호선 부전역 2번 출구,2008-12-05,"부산광역시 부산진구 중앙대로 786, 207호 (전포동, 에메랄드홈)",,051-816-2875,2020-12-09,47241
10:30~19:00,10:30~19:00,09:00~17:00,~,10:30~19:00,10:30~19:00,10:30~19:00,치과,~,치과의원,예쁜미소바른이치과의원,35.15802126,129.0571207,응급의료기관이외,"1, 2호선 서면역 9번출구/롯데백화점 맞은편 부암지하철 방향/SS메디컬 8-10층",2008-12-05,부산광역시 부산진구 가야대로 781-1 (부전동),,051-809-2861,2020-12-04,47257
10:00~19:00,10:00~19:00,10:00~13:00,~,10:00~19:00,10:00~19:00,10:00~19:00,치과,~,치과의원,양현식치과의원,35.16248159,129.1633752,응급의료기관이외,2호선 해운대역 1번출구/버스정류장: 해운대시장 맞은편,2008-12-05,부산광역시 해운대구 중동1로 35 (중동),,051-746-2245,2021-02-03,48095
10:00~18:00,10:00~18:00,10:00~12:30,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,양희택치과의원,35.16100389,129.1135003,응급의료기관이외,2호선 광안역 1번출구/BHS한서병원 맞은편 2층,2008-12-05,부산광역시 수영구 수영로 614 (광안동),,051-753-1454,2019-05-22,48253
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,엄상훈치과의원,35.10269582,129.0307168,응급의료기관이외,버스정류장: 부산근대역사관,2008-12-05,부산광역시 중구 광복중앙로 37 (대청동2가),,051-254-7713,2019-08-13,48948
10:00~18:30,10:00~18:30,10:00~13:00,~,10:00~18:30,10:00~18:30,10:00~20:30,"구강안면외과,치과보존과,치과보철과,치주과",~,치과의원,에이스부부치과의원,35.16454447,128.9837266,응급의료기관이외,2호선 사상역 6번출구,2008-12-05,부산광역시 사상구 사상로 218 (괘법동),,051-315-1500,2021-02-01,46964
10:00~19:00,10:00~19:00,10:00~14:00,~,10:00~19:00,10:00~19:00,10:00~19:00,치과,~,치과의원,에이스치과의원,35.16804259,129.0365365,응급의료기관이외,당감4동 주민센터 인근,2008-12-05,부산광역시 부산진구 당감서로 87 (당감동),,051-895-2335,2021-01-14,47146
10:00~18:30,10:00~18:30,10:00~16:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,에이스치과의원,35.1404445,129.1054946,응급의료기관이외,버스정류장:대남교차로,2008-12-05,부산광역시 수영구 수영로 371 (남천동),,051-625-2662,2021-02-03,48318
10:00~18:30,10:00~18:30,10:00~16:00,~,~,10:00~18:30,10:00~18:30,치과,~,치과의원,에이플치과교정과치과의원,35.15721009,129.0581419,응급의료기관이외,"1,2호선 서면역 11번출구/아이온시티16층",2008-12-05,"부산광역시 부산진구 서면로 74, 16층 (부전동, 아이온시티빌딩)",,051-809-3030,2020-12-04,47286
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,엘리트치과의원,35.32965432,129.28218,응급의료기관이외,버스정류장: 길천삼거리/녹십자의원 건물,2008-12-05,"부산광역시 기장군 장안읍 해맞이로 427, 2층",,051-727-7528,2021-01-12,46035
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,엘에이USC치과의원,35.19861767,129.0573726,응급의료기관이외,사직쌍용예가2차 근처 초원빌딩,2008-12-05,"부산광역시 동래구 사직로70번길 76, 3층 301호 (사직동, 한솔부동산)",,051-505-2876,2021-01-28,47864
09:30~18:30,09:30~18:30,09:30~13:30,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,연부부치과의원,35.05538281,128.9648303,응급의료기관이외,버스정류장: 몰운대롯데캐슬 A상가301 302호,2008-12-05,"부산광역시 사하구 다대낙조2길 100, 301,302호 (다대동, 롯데캐슬아파트주상가)",,051-266-6565,2021-02-02,49497
09:30~19:00,09:30~19:00,09:30~15:00,~,~,09:30~19:00,09:30~20:00,치과,~,치과의원,연산반도치과의원,35.18565014,129.0824574,응급의료기관이외,"1,3호선 연산역 6,8번 출구",2008-12-05,"부산광역시 연제구 월드컵대로 128, 6층 (연산동)",,051-863-2875,2021-01-29,47576
10:00~17:30,10:00~17:30,10:00~12:00,~,10:00~17:30,10:00~17:30,14:00~17:30,치과,~,치과의원,연산한겨레치과의원,35.18654684,129.0809651,응급의료기관이외,"1,3호선 연산역 5번출구/부산은행 옆 해동빌딩 4층",2008-12-05,"부산광역시 연제구 월드컵대로 140, 4층 (연산동)",,051-855-2511,2020-05-25,47524
10:00~18:30,10:00~21:00,10:00~17:00,~,10:00~21:00,10:00~21:00,10:00~21:00,치과,~,치과의원,연세비앤이치과의원,35.25002197,129.0112195,응급의료기관이외,버스정류장: 금곡동농협하나로마트클럽 2층,2008-12-05,"부산광역시 북구 금곡대로 469, 2층 (금곡동, 농협하나로클럽)",,051-361-2804,2020-09-11,46519
10:00~18:30,10:00~18:30,09:30~13:30,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,연세치과의원,35.23237752,129.0138894,응급의료기관이외,2호선 화명역 2번출구,2008-12-05,부산광역시 북구 금곡대로 270 (화명동),,051-363-2875,2021-01-14,46536
09:30~19:00,09:30~19:00,09:30~14:00,~,09:30~19:00,09:30~19:00,09:30~19:00,"치과,통합치의학과",~,치과의원,연세치과의원,35.15417105,129.0374798,응급의료기관이외,2호선 동의대역 1번 출구,2008-12-05,부산광역시 부산진구 대학로 11-6 (가야동),,051-892-9587,2021-02-12,47335
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,심홍택치과의원,35.25788678,129.0874843,응급의료기관이외,버스정류장: 구서신동아아파트 맞은편,2008-12-05,부산광역시 금정구 금강로 565 (구서동),,051-514-3301,2019-05-23,46231
09:30~19:00,09:30~19:00,09:30~13:00,~,09:30~19:00,09:30~19:00,09:30~19:00,치과,~,치과의원,아름다운이치과의원,35.23459085,129.0111485,응급의료기관이외,2호선 화명역 1번출구/부산은행건물 3층,2008-12-05,"부산광역시 북구 화명신도시로 120, 3층 (화명동, 화명메디컬센터)",,051-341-2875,2021-01-29,46526
09:30~19:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~19:30,09:30~18:30,치과,~,치과의원,아름다운이치과의원,35.20530824,129.0775349,응급의료기관이외,"1,4호선 동래역 7번 출구",2008-12-05,"부산광역시 동래구 중앙대로 1325, 7층 (온천동, 이센타워)",,051-553-7528,2021-01-04,47734
10:00~17:00,10:00~17:00,10:00~12:00,~,10:00~17:00,10:00~17:00,~,치과,~,치과의원,아름다운치과의원,35.27186824,129.0923536,응급의료기관이외,범어사역 팔송농협3층,2008-12-05,"부산광역시 금정구 중앙대로 2101, 3층 (남산동)",,051-508-7676,2019-12-27,46219
09:00~18:00,09:00~18:00,09:30~13:00,~,09:00~18:00,09:00~18:00,09:30~17:30,치과,~,치과의원,아름다운치과의원,35.16315151,128.9809876,응급의료기관이외,2호선 사상역 5번출구 /버스정류장:서부시외버스터미널,2008-12-05,"부산광역시 사상구 사상로 201, 5층 (괘법동, 서부터미널 별관)",,051-323-2875,2021-02-01,46969
10:00~18:30,10:00~18:30,10:00~13:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,아름다운휴치과의원,35.1767569,129.1235959,응급의료기관이외,동해선 센텀역 2번출구/버스정류장: 센텀파크상가/6동 214호,2008-12-05,"부산광역시 해운대구 센텀중앙로 145, 6동 214호 (재송동, 더샵센텀파크상가)",,051-744-3602,2021-02-03,48050
10:00~18:30,10:00~18:30,10:00~17:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,아이들치과의원,35.15799039,129.1475719,응급의료기관이외,2호선 동백역 1번출구,2008-12-05,"부산광역시 해운대구 마린시티3로 1, 339호 (우동, 선프라자오피스텔)",,051-747-1317,2020-07-20,48092
10:00~18:30,10:00~18:30,10:00~13:30,~,10:00~12:30,10:00~18:30,10:00~18:30,치과,~,치과의원,아이비치과의원,35.16854472,129.1832205,응급의료기관이외,버스정류장: 신곡중학교 맞은편/신호프라자4층,2008-12-05,"부산광역시 해운대구 좌동순환로 307-1, 3층 (좌동, 한창플라자)",,051-702-2727,2020-11-12,48113
09:30~18:30,09:30~18:30,09:00~13:00,~,14:00~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,아이세상치과의원,35.16543342,129.0401696,응급의료기관이외,버스정류장:부산당감동우체국 맞은편,2008-12-05,"부산광역시 부산진구 동평로 98, 2층 (당감동)",,051-894-2879,2021-01-14,47181
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~12:30,치과,~,치과의원,아트치과의원,35.19199088,129.0840239,응급의료기관이외,"동해,1호선 교대역 10번출구",2008-12-05,부산광역시 연제구 거제천로 248 (연산동),,051-866-1070,2021-02-02,47518
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,"구강내과,소아치과,치과보존과,치과보철과,치주과",~,치과의원,안은영치과의원,35.15038945,129.0049351,응급의료기관이외,2호선 주례역 1번출구,2008-12-05,부산광역시 사상구 가야대로 296 (주례동),,051-327-2827,2021-01-29,47013
09:30~18:30,09:30~18:30,09:30~12:30,~,09:30~19:00,09:30~19:00,09:30~18:30,치과,~,치과의원,안정태치과의원,35.17377662,129.0947268,응급의료기관이외,3호선 배산역 6번출구,2008-12-05,부산광역시 연제구 연수로 219 (연산동),,051-317-2875,2021-01-29,47594
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,안주영치과의원,35.19883739,129.1122601,응급의료기관이외,버스정류장:충렬초등학교 근처,2008-12-05,부산광역시 동래구 안락로 140-1 (안락동),,051-528-7528,2019-12-27,47794
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,안치과의원,35.25141915,129.0880132,응급의료기관이외,1호선 두실역 2번출구,2008-12-05,부산광역시 금정구 금강로 494 (구서동),,051-518-2288,2019-12-28,46233
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,안호경치과의원,35.17029541,129.0501992,응급의료기관이외,버스정류장: 부산시설공단,2008-12-05,부산광역시 부산진구 새싹로 158 (연지동),,051-803-2528,2020-12-09,47133
10:00~18:30,10:00~18:30,10:00~13:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,양덕치과의원,35.06371024,128.9807485,응급의료기관이외,다대삼환아파트 앞,2008-12-05,부산광역시 사하구 다대로429번길 15 (다대동),,051-264-5393,2021-02-03,49518
09:00~13:00,09:00~13:00,~,~,09:00~13:00,09:00~13:00,09:00~13:00,치과,~,치과의원,양무도치과의원,35.20287333,129.0837185,응급의료기관이외,버스정류장: 수안로타리,2008-12-05,부산광역시 동래구 명륜로94번길 11,,051-552-5655,2017-11-13,47814
09:30~19:00,~,09:30~15:30,~,14:00~19:00,09:30~19:00,14:00~19:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,스카이램브란트치과의원,35.15732438,129.0574409,응급의료기관이외,"1,2호선 서면역 7번 출구",2008-12-05,"부산광역시 부산진구 가야대로 784, 5층 (부전동)",,051-802-1007,2020-12-08,47285
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~20:00,09:30~18:30,09:30~18:30,치과,~,치과의원,시카고치과의원,35.16727776,128.9823654,응급의료기관이외,2호선 사상역 6번 출구,2008-12-05,부산광역시 사상구 사상로 252 (괘법동),,051-314-7019,2021-02-01,46964
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"구강안면외과,소아치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,신모라치과의원,35.18586867,128.9907034,응급의료기관이외,"버스정류장:신모라교차로, 제일약국5층",2008-12-05,부산광역시 사상구 백양대로 893 (모라동),,051-328-1745,2021-02-01,46930
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,신서경치과의원,35.19856898,129.0751617,응급의료기관이외,한성맨션 맞은편 인근 지하철역 1호선 교대역,2008-12-05,"부산광역시 동래구 여고로 111, 2,3층 (사직동)",,051-505-2842,2021-01-26,47835
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:30,치과,~,치과의원,신성기치과의원,35.16875449,129.0501465,응급의료기관이외,버스정류소: 부암고가로,2008-12-05,부산광역시 부산진구 동평로 205 (부암동),,051-808-2275,2021-01-14,47109
09:00~17:30,09:00~17:30,09:00~12:30,~,09:00~17:30,09:00~17:30,09:00~17:30,"구강악안면외과,소아치과,치과교정과,치과보철과,치주과",~,치과의원,신성호치과의원,35.1327037,129.0883497,응급의료기관이외,2호선 못골역 1번출구,2008-12-05,부산광역시 남구 수영로196번길 47 (대연동),,051-627-6900,2019-05-22,48460
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,신원부부치과의원,35.19429405,129.0984942,응급의료기관이외,버스정류장:안진초등학교,2008-12-05,부산광역시 동래구 안연로 80 (안락동),,051-527-6463,2021-01-04,47894
10:00~17:00,10:00~17:00,10:00~13:00,~,14:00~17:00,10:00~17:00,10:00~17:00,"구강악안면외과,소아치과,치과교정과,치과보철과,치주과",~,치과의원,신일치과 의원,35.11668363,129.0815651,응급의료기관이외,버스정류장: 감전1동 주민센터 맞은편,2008-12-05,부산광역시 남구 우암로70번길 6 (감만동),,051-634-5896,2019-03-19,48544
10:30~17:30,10:30~17:30,10:30~13:00,~,10:30~17:30,10:30~17:30,10:30~17:30,치과,~,치과의원,신주례부부치과의원,35.15387499,129.0128473,응급의료기관이외,버스정류장: 신주례엘지아파트 2단지 상가 2층,2008-12-05,"부산광역시 사상구 백양대로342번길 17, 2동 201호 (주례동, 신주엘지아파트상가)",,051-324-5877,2018-12-06,46997
10:00~18:00,10:00~18:00,10:00~13:00,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,신천치과의원,35.2010537,129.0985743,응급의료기관이외,서원시장입구,2008-12-05,부산광역시 동래구 안락로 11 (안락동),,051-523-8284,2019-05-22,47782
09:30~18:00,09:30~18:00,09:30~12:00,~,~,09:30~18:00,09:30~18:00,치과,~,치과의원,신철규치과의원,35.06398801,128.9798419,응급의료기관이외,버스정류장: 코오롱맨션,2008-12-05,"부산광역시 사하구 다대로 437, 4층 (다대동)",,051-263-2600,2020-01-02,49519
09:30~17:00,09:30~17:00,09:30~12:00,~,09:30~17:00,09:30~17:00,09:30~17:00,치과,~,치과의원,신치과의원,35.15485096,129.0189947,응급의료기관이외,신개금엘지아파트 상가B동 1층 110호,2008-12-05,부산광역시 부산진구 백양대로 298 (개금동),,051-891-6394,2021-01-14,47174
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,신치과의원,35.11385328,129.0160151,응급의료기관이외,버스정류장: 동신초등학교,2008-12-05,부산광역시 서구 구덕로 338 (동대신동3가),,051-255-2875,2021-01-29,49211
09:00~18:00,09:00~18:00,09:00~12:30,~,09:00~18:00,09:00~18:00,09:00~18:00,치과,~,치과의원,신현대치과의원,35.15802505,129.0252577,응급의료기관이외,신개금 성도아파트 인근,2008-12-05,부산광역시 부산진구 개금본동로 3 (개금동),,051-894-2804,2021-01-14,47172
09:30~19:00,09:30~19:00,~,~,09:30~19:00,09:30~19:00,09:30~19:00,치과,~,치과의원,소담치과의원,35.18901761,129.0818652,응급의료기관이외,"1,3호선 연산역 16번 출구/버스정류장: 연산로터리 교보생명빌딩 뒷쪽 건물",2008-12-05,"부산광역시 연제구 중앙대로1134번길 15, 2층 (연산동)",,051-853-7522,2021-01-29,47519
09:00~18:30,09:00~18:30,09:00~13:00,~,09:00~18:30,09:00~18:30,09:00~18:30,치과,~,치과의원,손영경치과의원,35.11238662,129.0167757,응급의료기관이외,1호선 동대신역 1번 출구,2008-12-05,부산광역시 서구 구덕로 320 (동대신동2가),,051-241-7903,2021-01-29,49217
09:40~18:20,09:40~18:20,09:40~13:20,~,09:40~18:20,09:40~18:20,09:40~18:20,치과,~,치과의원,손치과의원,35.15089316,129.0244108,응급의료기관이외,개금골목시장 건너편,2008-12-05,부산광역시 부산진구 냉정로 226 (개금동),,051-897-2804,2021-01-14,47379
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,손희익치과의원,35.16800792,129.1164061,응급의료기관이외,"2,3호선 수영역 8번출구/버스정류장: 수영로타리",2008-12-05,부산광역시 수영구 수영로705번길 1 (수영동),,051-754-9261,2019-05-23,48228
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"구강내과,치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,송성국치과의원,35.1110912,129.0175384,응급의료기관이외,1호선 동대신동역 1번출구,2008-12-05,"부산광역시 서구 구덕로 304, 2층 (동대신동2가)",,051-255-7528,2021-01-29,49217
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,송의환치과의원,35.15628058,129.1125249,응급의료기관이외,2호선 광안역 6번출구,2008-12-05,부산광역시 수영구 수영로 565 (광안동),,051-753-6370,2021-01-14,48261
10:00~18:30,10:00~18:30,10:00~15:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,송철규치과의원,35.14580217,129.1169035,응급의료기관이외,버스정류장: 수영구청/비치아파트 에이상가,2008-12-05,"부산광역시 수영구 광안해변로 95, 301-304호 (남천동, 비치아파트 에이상가)",,051-623-6859,2021-02-03,48305
10:00~18:30,10:00~18:30,10:00~14:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,수도치과의원,35.09340518,129.0461512,응급의료기관이외,버스정류장: 봉래2동 주민센터,2008-12-05,"부산광역시 영도구 태종로 160, 6층 (봉래동4가)",,051-416-2888,2021-02-03,49057
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~13:00,09:30~18:30,09:30~18:30,치과,~,치과의원,수부부치과의원,35.13658229,129.0990341,응급의료기관이외,2호선 경성대부경대역 5번출구/산암빌딩5층,2008-12-05,"부산광역시 남구 수영로 298, 5층 (대연동, 선암빌딩)",,051-628-8020,2021-01-14,48499
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,수정치과의원,35.21055795,129.0081372,응급의료기관이외,"2,3호선 덕천역 9번출구",2008-12-05,부산광역시 북구 만덕대로 28 (덕천동),,051-333-2888,2021-01-14,46576
09:30~18:30,09:30~18:30,09:30~13:30,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,수치과의원,35.25617051,129.0908899,응급의료기관이외,버스정류장: 구서2동 주민센터,2008-12-05,부산광역시 금정구 중앙대로 1925 (구서동),,051-517-2804,2021-01-12,46230
09:30~19:00,09:30~19:00,09:30~14:00,~,~,09:30~21:00,09:30~19:00,치과,~,치과의원,수치과의원,35.22416373,129.0076795,응급의료기관이외,2호선 수정역3번출구/50m내려오면 사거리부근에 있음,2008-12-05,부산광역시 북구 학사로 15 (화명동),,051-333-9911,2021-01-05,46542
09:40~18:00,09:40~18:00,09:30~13:00,~,09:40~18:00,09:40~18:00,09:40~18:00,"치과,치주과",~,치과의원,수치과의원,35.0566315,128.9710059,응급의료기관이외,1호선 다대포항역 2번출구,2008-12-05,"부산광역시 사하구 다대로 555, 3층 (다대동)",,051-262-8221,2018-02-21,49524
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,스마일치과의원,35.18766442,129.1068922,응급의료기관이외,동해선 부산원동역 1번출구,2008-12-05,"부산광역시 연제구 과정로 185, 2층 (연산동)",,051-753-2275,2021-01-29,47558
09:30~19:00,09:30~18:00,09:30~16:00,~,09:30~19:00,09:30~19:00,09:30~18:00,치과,~,치과의원,성봉훈치과의원,35.21481095,129.1042736,응급의료기관이외,세웅병원맞은편 3층,2008-12-05,부산광역시 금정구 서동로 161 (서동),,051-527-6204,2020-01-08,46320
09:30~18:30,09:30~18:30,09:30~13:30,~,09:30~18:30,09:30~18:30,09:30~18:30,치과,~,치과의원,성수치과의원,35.22875853,129.0839971,응급의료기관이외,,2008-12-05,부산광역시 금정구 금강로 231 (장전동),,051-517-3463,2020-01-08,46294
09:30~17:30,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과보존과,치과보철과,치주과",~,치과의원,성심치과의원,35.23932657,129.086577,응급의료기관이외,버스정류장: 하나로마트,2008-12-05,"부산광역시 금정구 금강로 352, 서우빌딩 3층 (장전동)",,051-512-7776,2018-03-08,46283
10:00~18:00,10:00~18:00,10:00~12:30,~,10:00~18:00,10:00~18:00,10:00~18:00,치과,~,치과의원,성인치과의원,35.16869862,129.1128589,응급의료기관이외,"2,3호선 수영역 4번출구",2008-12-05,부산광역시 수영구 연수로 400 (광안동),,051-752-2961,2021-02-03,48242
10:00~18:30,10:00~18:30,10:00~13:00,~,10:00~18:30,10:00~18:30,10:00~18:30,치과,~,치과의원,세광치과의원,35.23159848,129.1568701,응급의료기관이외,버스정류장: 반송 큰시장 새마을부근,2008-12-05,부산광역시 해운대구 반송로924번길 25-2 (반송동),,051-543-2875,2020-11-30,48006
09:30~18:30,09:30~18:30,09:30~13:00,~,09:30~17:00,09:30~18:30,09:30~18:30,치과,~,치과의원,세명치과의원,35.16558734,129.0411376,응급의료기관이외,당감동 국민은행인근,2008-12-05,"부산광역시 부산진구 동평로 106, 앨리움 메디컬센터 302호 (당감동)",,051-897-0434,2020-12-08,47181
10:00~19:00,10:00~19:00,10:00~17:00,~,10:00~19:00,10:00~19:00,10:00~19:00,치과,~,치과의원,세브란스치과의원,35.09915018,128.9933479,응급의료기관이외,뉴코아아울렛 맞은편,2008-12-05,부산광역시 사하구 사하로 195 (괴정동),,051-201-2875,2021-02-02,49381
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~13:00,치과,~,치과의원,세브람즈웰치과의원,35.16482629,129.0394923,응급의료기관이외,당감사거리 농협맞은편,2008-12-05,부산광역시 부산진구 당감로 36 (당감동),,051-892-9999,2019-04-16,47181
09:15~18:30,09:15~18:30,09:15~13:00,~,09:15~18:30,09:15~18:30,09:15~18:50,치과,~,치과의원,세인치과의원,35.12981604,129.0468148,응급의료기관이외,1호선 부산진역 7번출구,2008-12-05,부산광역시 동구 중앙대로371번길 40 (수정동),,051-465-2846,2021-01-26,48781
11:00~19:00,14:00~19:00,09:30~16:00,~,~,14:00~19:00,11:00~19:00,치과,~,치과의원,세인트루이스치과의원,35.15630957,129.0580424,응급의료기관이외,"1,2호선 서면역 1번출구/롯데백화점 후문",2008-12-05,"부산광역시 부산진구 서면로 62-1, 11층 (부전동)",,051-645-2895,2020-12-04,47286
10:30~17:00,10:30~19:00,10:30~14:00,~,10:30~19:00,10:30~19:00,10:30~19:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,세인트치과의원,35.16295985,128.9846075,응급의료기관이외,2호선 사상역 1번출구/엠시티빌딩 603호,2008-12-05,부산광역시 사상구 사상로 200 (괘법동),,051-316-1066,2021-02-01,46968
09:00~17:30,09:00~17:30,09:00~12:30,~,09:00~17:30,09:00~17:30,09:00~17:30,치과,~,치과의원,세일치과의원,35.1373171,129.0601116,응급의료기관이외,1호선 범일역 2번출구/자성대 파출소 인근,2008-12-05,"부산광역시 동구 자성공원로 5, 2층 (범일동)",,051-646-0632,2021-01-21,48745
10:00~17:00,10:00~17:00,~,~,10:00~17:00,10:00~17:00,10:00~17:00,치과,~,치과의원,세프치과의원,35.1596883,129.1595157,응급의료기관이외,버스정류장: 해운대해수욕장,2008-12-05,"부산광역시 해운대구 해운대해변로 257, 707호 (우동)",,051-915-2828,2020-01-08,48093
09:50~18:30,09:50~18:30,09:50~14:00,~,09:50~18:30,09:50~18:30,09:50~18:30,치과,~,치과의원,세훈치과의원,35.13855927,129.0561883,응급의료기관이외,버스정류장:데레사여자고등학교/한성기린아파트맞은편,2008-12-05,"부산광역시 동구 중앙대로 507-1, 2층 (범일동)",,051-631-2875,2021-01-21,48723
09:30~18:00,09:30~18:00,09:30~13:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,센스치과의원,35.15862595,129.1220949,응급의료기관이외,버스정류장: 동방오거리,2008-12-05,부산광역시 수영구 광남로 214 (민락동),,051-751-7366,2019-04-17,48286
09:30~18:30,09:30~18:30,09:30~13:00,~,~,09:30~18:30,09:30~18:30,치과,~,치과의원,센텀리더스치과의원,35.17572218,129.1272703,응급의료기관이외,동해선 센텀역 2번출구/버스정류장: 센텀고등학교,2008-12-05,"부산광역시 해운대구 센텀동로 90, 208,209호 (재송동, 센텀필2관)",,051-783-3125,2021-02-03,48059
09:30~18:00,~,09:30~14:00,~,09:30~18:00,09:30~18:00,09:30~18:00,치과,~,치과의원,센텀아이치과의원,35.1767569,129.1235959,응급의료기관이외,버스정류장: 더샵센텀파크,2008-12-05,"부산광역시 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)",,051-959-2875,2020-11-30,48050
